recommended_term_iri
http://rs.tdwg.org/hc/terms/samplingPerformedBy
http://rs.tdwg.org/hc/terms/identifiedBy
http://rs.tdwg.org/hc/terms/identificationReferences
http://rs.tdwg.org/hc/terms/siteCount
http://rs.tdwg.org/hc/terms/siteNestingDescription
http://rs.tdwg.org/hc/terms/verbatimSiteNames
http://rs.tdwg.org/hc/terms/verbatimSiteDescriptions
http://rs.tdwg.org/hc/terms/geospatialScopeAreaInSquareKilometers
http://rs.tdwg.org/hc/terms/totalAreaSampledInSquareKilometers
http://rs.tdwg.org/hc/terms/eventDuration
http://rs.tdwg.org/hc/terms/eventDurationUnit
http://rs.tdwg.org/hc/terms/targetTaxonomicScope
http://rs.tdwg.org/hc/terms/excludedTaxonomicScope
http://rs.tdwg.org/hc/terms/targetLifestageScope
http://rs.tdwg.org/hc/terms/excludedLifeStageScope
http://rs.tdwg.org/hc/terms/targetDegreeOfEstablishmentScope
http://rs.tdwg.org/hc/terms/excludedDegreeOfEstablishmentScope
http://rs.tdwg.org/hc/terms/targetGrowthFormScope
http://rs.tdwg.org/hc/terms/excludedGrowthFormScope
http://rs.tdwg.org/hc/terms/habitatScope
http://rs.tdwg.org/hc/terms/excludedHabitatScope
http://rs.tdwg.org/hc/terms/reportedWeather
http://rs.tdwg.org/hc/terms/reportedExtremeConditions
http://rs.tdwg.org/hc/terms/inventoryTypes
http://rs.tdwg.org/hc/terms/compilationType
http://rs.tdwg.org/hc/terms/compilationSourceTypes
http://rs.tdwg.org/hc/terms/protocolNames
http://rs.tdwg.org/hc/terms/protocolDescription
http://rs.tdwg.org/hc/terms/protocolReferences
http://rs.tdwg.org/hc/terms/isAbundanceReported
http://rs.tdwg.org/hc/terms/isAbundanceCapReported
http://rs.tdwg.org/hc/terms/abundanceCap
http://rs.tdwg.org/hc/terms/isVegetationCoverReported
http://rs.tdwg.org/hc/terms/isAbsenceReported
http://rs.tdwg.org/hc/terms/absentTaxa
http://rs.tdwg.org/hc/terms/hasVouchers
http://rs.tdwg.org/hc/terms/voucherInstitutions
http://rs.tdwg.org/hc/terms/hasMaterialSamples
http://rs.tdwg.org/hc/terms/materialSampleTypes
http://rs.tdwg.org/hc/terms/isSamplingEffortReported
http://rs.tdwg.org/hc/terms/samplingEffortProtocol
http://rs.tdwg.org/hc/terms/Sampling Effort Value
http://rs.tdwg.org/hc/terms/samplingEffortUnit
http://rs.tdwg.org/hc/terms/taxonCompletenessReported
http://rs.tdwg.org/hc/terms/taxonCompletenessProtocols
