document_modified,list,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,database,versions_database,versions_uri,standard
,http://rs.tdwg.org/ecotcr/values/,,ecotcr/values/,taxonCompletenessReported controlled values list,Controlled values list for the Humboldt Extension for Ecological Inventories term taxonCompletenessReported.,,,ecotcr,http://rs.tdwg.org/ecotcr/values/,taxonCompletenessReported,taxonCompletenessReported-versions,http://rs.tdwg.org/ecotcr/version/values/,http://www.tdwg.org/standards/450
