document_modified,version,version_issued,vocabulary_status,label,description,vocabulary,dc_creator,dcterms_license
,,,,taxonCompletenessReported controlled vocabulary,Controlled vocabulary for the Humboldt Extension term taxonCompletenessReported,http://rs.tdwg.org/ecotcr/,Humboldt Extension Task Group,http://creativecommons.org/licenses/by/4.0/
